id,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Online boarding,satisfaction
73491,3,3,5,3,5,5,0,3,3,0
41126,2,2,2,1,2,3,0,5,2,0
28024,4,3,4,4,4,3,0,2,3,0
124188,4,5,4,4,4,4,0,0,4,1
37379,5,4,4,4,1,4,157,161,4,0
22669,4,4,4,5,4,2,0,0,1,1
47706,3,5,3,2,3,4,0,3,2,1
39017,1,2,3,1,1,3,0,0,0,1
581,5,5,4,4,5,5,47,57,4,1
29418,1,4,5,4,5,4,0,8,4,1
91683,4,5,5,5,5,5,0,0,5,1
75693,4,4,4,4,4,3,44,25,4,1
54276,1,5,4,2,4,2,2,27,3,0
13550,1,3,3,2,3,3,0,0,3,0
115823,5,5,4,1,2,2,8,0,1,0
25162,3,2,2,3,2,5,1,0,4,1
90878,1,5,3,3,4,2,1,5,1,0
16769,5,1,2,1,2,4,0,6,4,1
20899,4,4,4,3,4,3,0,8,4,1
110708,2,5,3,2,4,5,58,52,3,0
90297,2,4,3,3,3,2,0,0,2,0
61672,2,2,2,4,2,2,0,0,4,0
13464,5,5,4,4,4,3,0,0,2,0
124085,5,2,5,5,5,4,0,0,2,0
24443,1,2,1,2,1,4,0,0,4,0
32136,4,5,3,1,3,4,0,5,2,0
93582,1,1,2,5,5,5,0,0,3,0
102191,3,5,4,4,4,2,0,0,3,0
7105,5,3,5,4,5,5,47,41,4,0
116947,4,4,4,4,4,3,0,0,5,1
84026,5,4,5,3,5,3,1,15,4,1
33978,5,5,5,2,5,2,0,0,4,1
77245,2,4,3,2,3,1,0,0,1,0
106295,5,5,5,5,4,3,9,0,5,1
69904,4,4,4,3,4,5,0,0,5,1
58341,4,3,4,3,4,3,0,0,3,0
14421,3,3,4,4,4,3,1,1,2,0
39039,5,5,5,3,4,3,0,0,5,1
11448,4,4,4,3,4,4,0,0,4,0
69669,5,4,5,3,5,4,0,10,2,0
32528,3,3,4,2,4,3,0,0,4,0
37747,2,3,1,3,5,3,0,0,3,1
99270,3,4,4,5,5,1,0,0,3,0
10528,4,4,4,3,4,4,0,0,4,1
78249,4,4,4,5,4,3,0,0,5,1
98912,2,2,2,4,2,5,12,6,4,1
34806,3,3,4,5,4,3,0,18,1,0
66527,2,1,5,4,3,4,13,8,2,0
50893,4,1,3,3,3,4,0,0,3,0
60487,3,3,3,5,3,5,0,0,5,1
77288,4,1,2,2,1,3,4,0,1,0
100048,4,4,4,4,4,2,2,0,3,1
23437,1,1,4,2,2,4,0,10,3,1
103017,5,5,5,3,5,5,35,34,4,1
116338,4,2,2,2,4,3,32,32,5,0
59661,5,3,4,3,5,5,1,6,2,0
121298,5,5,5,5,5,3,0,0,5,1
90529,2,3,2,4,2,5,0,0,5,1
108303,4,4,4,4,4,5,30,27,3,1
10062,4,4,4,5,4,3,0,0,5,1
59775,5,5,5,2,5,4,24,68,1,1
35643,4,4,5,4,4,4,14,0,4,0
14958,1,4,2,1,1,1,101,72,2,0
313,5,4,5,4,4,3,25,36,4,0
111966,3,2,3,4,4,2,18,11,2,0
45090,5,4,3,2,3,5,6,29,3,0
78342,1,5,2,3,3,5,0,0,3,0
113892,3,5,4,3,4,4,1,0,3,0
72125,4,4,4,3,4,4,2,1,5,1
57749,1,4,3,1,1,1,27,39,1,0
64961,3,5,3,3,5,4,0,0,3,1
107617,4,3,4,2,4,1,22,13,2,0
80880,5,5,5,5,5,3,13,1,4,1
66230,2,2,2,3,2,2,32,46,3,0
57220,2,2,2,2,2,4,0,0,4,0
100432,1,1,1,5,1,4,4,0,4,0
73474,5,3,4,5,5,2,13,6,2,0
99017,2,3,4,2,4,3,21,6,3,0
118174,2,2,3,1,4,5,0,0,3,0
50676,5,3,4,5,4,1,0,0,5,1
13039,3,4,5,2,5,2,202,182,2,0
126201,1,1,4,3,3,3,9,1,3,0
47282,5,5,5,5,5,2,0,0,5,1
89111,4,4,4,5,4,3,0,12,3,1
72233,4,5,4,3,4,4,0,0,5,1
79994,4,2,5,3,4,5,1,0,1,0
127206,1,2,1,5,1,3,0,0,3,1
112347,5,5,5,3,5,3,31,17,5,1
86437,4,2,4,2,4,5,0,0,2,0
32459,1,2,4,3,3,1,0,0,1,0
24467,3,2,4,5,2,5,0,15,5,1
91529,3,3,5,5,5,5,0,0,5,1
40047,3,2,3,4,2,2,1,0,2,0
66844,4,2,1,1,1,2,13,0,3,0
5043,4,4,4,4,4,3,0,0,4,1
30633,5,4,1,1,1,3,13,19,5,1
16928,3,1,2,2,1,4,5,2,4,1
110350,5,5,4,3,4,4,17,6,4,1
112412,5,5,5,3,5,5,27,44,4,1
82491,2,3,3,1,3,3,0,0,3,0
121958,3,1,3,1,2,4,0,0,3,0
39755,4,5,4,4,4,2,0,0,5,1
61696,3,4,5,3,5,2,2,0,4,1
124177,4,1,4,1,3,2,0,0,2,0
46526,2,1,1,2,1,5,56,82,5,1
11918,5,3,3,5,3,1,0,14,1,0
88039,4,2,4,5,5,5,26,15,5,1
34793,4,3,3,3,3,3,0,2,1,0
110873,5,2,5,3,4,1,0,0,1,0
122932,4,4,4,3,4,4,0,10,4,1
124424,1,4,4,3,1,4,0,0,1,0
123245,3,2,3,4,3,3,40,48,1,0
12470,4,5,4,2,4,3,0,0,2,0
116939,4,4,4,3,4,5,7,0,5,1
107999,5,3,2,4,4,3,4,3,4,1
107770,4,4,4,3,4,3,0,0,4,1
73847,2,2,2,2,2,3,1,2,2,0
101484,5,3,5,5,4,1,0,0,2,0
106895,4,5,5,3,4,3,42,219,3,0
73857,2,2,3,1,3,2,1,0,3,0
84890,4,3,4,5,4,1,53,35,1,0
23635,2,2,2,3,2,3,51,32,3,0
58420,1,5,3,2,3,2,61,53,2,0
42725,1,4,1,1,1,1,0,0,5,0
60950,1,3,4,3,4,3,11,0,3,0
68796,3,3,3,3,3,3,16,19,4,0
126211,4,4,4,3,4,4,0,0,5,1
73601,4,3,5,4,5,2,0,4,3,0
55877,3,4,5,5,5,5,0,0,3,0
11500,4,2,4,3,4,3,0,0,5,0
75131,5,3,5,4,5,2,17,3,1,0
59076,1,0,1,1,1,1,0,0,4,0
39926,5,5,5,2,5,4,0,0,4,1
6881,5,3,5,4,4,2,3,16,1,0
50836,4,2,4,4,5,4,0,0,4,1
96562,5,2,5,5,4,3,6,0,3,0
6025,4,4,4,4,4,4,0,0,4,1
16780,2,5,4,1,4,3,0,0,2,0
35831,4,4,4,1,4,2,0,0,1,1
58919,5,5,4,4,5,2,42,9,2,0
86307,4,5,4,3,3,1,0,0,1,0
40568,4,4,4,5,4,3,0,0,2,1
3174,4,4,4,4,4,3,0,0,5,1
45713,2,2,2,4,2,3,0,11,1,0
84921,4,1,5,3,3,5,0,0,3,0
126399,4,2,4,1,4,3,0,15,3,0
101794,5,5,4,5,5,4,0,0,4,1
126851,2,5,1,4,5,2,0,0,2,0
73612,5,5,4,4,5,3,0,0,5,1
127051,4,4,4,3,4,4,0,0,3,0
13126,4,2,4,4,3,1,0,0,4,0
120759,3,4,3,5,3,5,0,0,4,1
61941,4,5,4,3,5,5,0,0,4,1
21938,2,2,2,2,2,4,0,1,3,0
25656,1,3,2,4,4,1,0,0,1,0
38353,2,5,2,3,3,2,7,12,4,0
78206,4,3,5,5,4,3,29,20,3,0
109843,2,4,4,1,4,2,13,8,4,0
107870,2,1,5,2,4,3,0,0,4,0
50036,3,4,4,2,4,2,0,1,3,1
96529,2,3,5,4,2,5,4,0,4,0
42313,3,5,5,4,4,5,0,0,2,0
26385,4,3,4,5,4,2,0,0,1,0
109699,1,1,1,3,1,3,21,14,3,0
25093,4,4,4,2,4,2,109,83,1,1
75325,5,5,5,5,5,3,0,0,5,1
24196,4,1,3,4,3,3,0,0,1,0
102999,5,2,5,3,5,5,30,0,5,1
59409,2,1,2,5,2,5,5,0,5,0
60759,4,5,4,4,5,4,6,0,5,1
77042,4,4,4,3,4,4,0,0,5,1
2346,3,3,3,1,3,2,3,0,3,0
32262,1,4,1,1,2,3,2,15,2,0
93148,4,4,4,1,4,4,3,10,3,0
115941,5,5,5,3,5,5,39,33,4,1
67930,4,2,5,3,4,4,0,0,4,0
23901,4,3,4,3,4,3,27,11,3,0
92785,3,3,3,2,4,2,22,10,2,0
119322,3,2,4,4,5,5,0,0,3,0
93423,2,5,4,1,4,1,0,4,1,0
61038,4,2,3,5,4,2,120,119,4,1
35499,4,5,3,5,3,5,1,2,3,0
51883,1,4,4,1,4,2,0,2,2,0
1745,4,3,4,3,5,4,59,63,2,0
8092,3,3,3,3,3,3,90,88,2,0
117068,2,4,3,2,3,2,0,0,2,0
11499,3,2,5,5,5,5,9,10,2,0
112600,4,5,5,5,4,1,19,25,5,1
72357,3,5,5,4,5,5,0,0,2,0
90789,2,2,2,1,2,1,2,7,3,0
24692,5,3,5,5,5,3,0,17,2,0
1048,3,5,4,4,4,2,0,2,2,0
123820,1,2,3,1,3,3,0,0,3,0
91649,4,2,3,1,4,2,0,0,2,0
103852,3,4,3,3,4,3,171,149,3,0
66747,4,2,5,2,4,2,0,0,3,0
2448,4,4,5,4,4,3,20,23,3,0
39009,2,2,2,2,2,4,0,9,4,0
26049,5,1,5,5,4,3,8,0,3,1
31165,3,3,3,2,3,2,25,27,3,1
103952,3,2,3,2,3,4,22,11,4,0
2429,3,2,5,4,4,1,12,12,3,0
67671,4,4,4,4,4,3,10,13,4,1
63294,5,5,5,4,5,4,0,0,4,1
119038,4,5,5,5,4,5,0,0,5,1
30330,4,4,4,2,4,5,0,0,2,1
795,1,4,2,2,3,5,22,20,3,0
46935,5,3,1,3,2,2,0,0,4,0
241,4,3,5,4,5,5,10,27,5,1
40935,3,1,3,3,2,1,0,0,2,0
62033,4,4,4,3,4,4,0,0,3,0
14130,1,2,5,1,2,4,48,55,4,1
121935,4,5,2,2,4,4,1,0,3,1
119453,5,5,5,5,5,5,0,0,5,1
38023,4,4,4,1,4,4,42,47,3,0
36414,3,4,3,1,3,4,0,0,2,1
6246,4,1,3,1,4,2,4,1,2,0
35419,3,2,5,4,3,4,0,0,2,0
25681,3,1,1,5,3,3,16,12,4,1
51365,2,1,4,5,2,4,3,4,2,0
5583,5,2,5,4,5,4,0,0,4,0
80240,2,2,2,4,2,5,0,0,4,1
97021,5,4,4,5,5,4,0,0,5,1
109149,4,4,4,3,4,5,19,6,4,1
71932,2,1,2,2,3,4,76,57,4,0
77686,3,3,4,2,4,1,0,0,1,0
124427,4,2,5,5,4,3,0,0,3,0
37728,3,3,4,5,4,5,15,5,3,0
1724,5,4,4,5,5,4,16,10,4,1
121238,4,2,5,4,5,1,0,0,2,0
68086,5,5,5,5,5,4,18,14,4,1
30641,1,2,1,2,2,3,0,4,5,1
99088,4,4,4,5,4,5,0,0,5,1
48155,4,4,4,1,4,1,0,0,2,1
48093,3,3,1,2,2,5,30,26,5,1
36826,3,3,3,1,3,4,0,0,1,1
104061,5,4,3,5,5,5,4,0,3,0
25469,5,4,5,3,5,5,0,0,4,1
17272,3,5,5,5,5,2,0,12,2,0
3369,1,1,1,5,1,5,0,0,5,1
5900,2,2,3,2,3,1,0,0,1,0
64355,4,4,4,5,4,1,0,0,2,1
41663,2,1,4,3,4,1,24,9,1,0
34586,2,2,2,4,2,1,11,13,2,0
129800,5,5,5,3,5,5,121,115,2,0
105754,3,1,1,1,1,1,0,7,3,0
71473,1,3,4,1,3,2,0,0,2,0
17826,4,3,4,4,4,5,10,3,2,0
97961,5,4,5,2,4,2,143,142,2,1
104893,5,5,5,5,5,5,11,23,4,1
27807,4,5,4,3,3,4,3,0,4,0
108483,4,4,4,1,4,2,0,0,3,0
120140,4,2,5,3,4,4,29,23,1,0
70132,5,4,5,1,5,2,61,57,4,0
112578,5,5,5,3,5,3,0,0,5,1
23569,1,4,4,2,3,4,2,36,1,0
50398,4,1,3,2,4,3,12,0,3,0
101033,5,2,3,1,3,4,68,67,4,1
19509,2,2,2,2,2,4,51,25,2,0
120233,5,2,5,5,4,4,0,0,2,0
24039,4,4,4,4,1,3,8,0,1,0
40051,4,1,3,1,3,2,0,13,3,0
68888,4,3,4,2,4,3,0,0,4,0
104476,4,4,4,2,4,1,2,0,2,0
89000,5,1,5,1,5,4,3,1,4,0
1736,4,4,5,4,5,3,0,6,2,0
58781,1,3,3,1,3,3,0,3,0,0
1937,4,4,4,3,4,4,0,0,5,1
68783,4,2,5,5,5,1,0,0,4,1
106711,4,4,4,2,4,4,17,16,4,0
84002,4,3,4,1,2,5,0,0,1,0
24755,5,1,3,3,2,5,0,0,2,0
78853,3,1,4,1,2,4,0,0,4,1
11339,3,5,5,1,3,1,0,0,2,0
65286,4,4,5,3,4,3,0,0,3,0
29792,2,2,2,4,2,4,0,0,2,1
60549,5,5,5,4,4,5,10,0,5,1
78686,1,1,3,2,3,3,0,33,2,0
60493,1,4,2,1,3,1,5,0,0,0
39723,5,5,5,4,5,4,0,2,1,1
127848,2,3,2,4,2,3,11,14,4,1
64018,4,4,4,4,4,5,0,19,5,1
95166,3,3,4,4,4,5,0,0,2,0
94324,4,4,4,5,4,5,0,0,5,1
57170,2,5,2,1,4,1,0,0,1,0
42638,5,1,4,2,2,2,71,80,5,1
32525,5,5,4,2,5,2,0,0,3,1
4376,5,2,2,3,4,3,930,952,3,0
43705,1,1,1,3,1,3,0,12,2,0
43584,5,4,4,5,4,4,0,0,2,0
52285,4,2,4,1,4,3,0,16,3,0
47810,3,2,5,2,4,5,0,0,5,1
85810,1,5,3,2,3,1,0,0,4,0
115353,4,4,4,4,4,5,7,0,5,1
109529,4,4,4,4,4,2,0,0,2,1
94220,5,5,5,3,5,3,111,110,4,1
39664,5,4,5,3,5,2,0,0,1,1
95544,2,1,2,3,2,4,16,10,4,0
96087,4,3,2,2,2,4,10,0,2,0
76755,5,5,5,4,5,3,0,0,5,1
114666,5,5,5,4,5,5,0,0,5,1
114972,5,3,4,3,4,5,7,13,2,0
89512,4,3,4,2,3,3,0,0,3,0
108602,2,2,3,2,3,2,67,67,2,0
62673,3,3,3,2,3,4,3,0,1,0
56040,5,2,3,5,4,5,0,4,5,0
2547,5,5,5,4,5,4,0,0,4,1
63831,5,5,5,3,5,5,0,0,4,1
36772,4,3,2,4,5,4,65,102,4,1
62247,4,2,4,5,4,4,9,0,2,0
4903,4,4,5,4,4,4,1017,1011,4,1
9475,2,3,4,3,2,4,0,0,5,0
22135,1,4,3,1,4,4,18,10,1,0
18975,5,3,3,3,5,4,71,74,3,0
68603,3,1,2,3,4,2,1,0,2,0
65460,5,5,5,4,5,5,0,0,5,1
55367,4,4,4,3,4,3,12,28,4,1
124472,2,2,3,4,4,2,12,9,4,0
43679,5,4,5,3,4,3,3,0,1,0
65957,3,3,5,4,5,2,12,0,4,1
93729,3,5,5,2,4,2,156,157,2,0
120991,3,3,3,1,3,2,3,5,3,0
10650,5,5,5,5,5,5,0,0,5,1
102399,1,2,4,4,4,3,6,0,4,0
90017,3,2,5,3,5,2,0,1,4,1
26381,4,5,4,3,5,3,0,0,4,0
10961,5,5,4,3,5,3,14,3,2,1
118830,1,5,3,4,3,1,56,52,1,0
57333,3,4,4,1,4,1,0,0,2,0
74110,4,4,4,4,4,3,0,53,5,1
16380,5,5,5,5,5,3,0,0,5,1
6758,5,5,4,3,5,3,0,0,4,1
127535,4,4,4,5,4,4,0,0,5,1
31047,1,3,1,2,1,5,0,0,5,1
109626,5,5,5,3,5,4,12,4,4,1
62299,1,1,1,3,1,4,0,0,5,1
72009,5,4,4,4,3,4,187,194,4,0
24957,5,5,5,4,5,3,0,0,5,1
1208,1,0,1,4,1,2,10,0,4,0
19717,4,3,4,2,4,4,62,94,3,0
57186,5,4,5,4,5,3,0,0,4,1
92789,5,5,5,3,5,4,0,0,4,1
55350,5,5,5,3,5,3,42,36,4,1
53041,4,1,4,4,5,2,23,0,4,1
71301,3,2,3,2,4,3,0,,3,0
17575,2,2,3,1,5,2,42,31,2,1
119346,5,5,5,3,5,3,0,0,5,1
84642,3,3,3,3,3,4,0,0,4,0
116908,4,4,4,5,4,5,45,42,5,1
111229,5,3,2,3,5,4,0,0,4,0
11997,3,5,5,5,4,3,0,0,4,0
58410,3,4,4,5,4,1,5,0,3,0
61616,3,2,4,3,5,2,16,0,5,1
31592,3,4,2,1,4,3,6,9,4,1
111786,4,5,5,4,5,4,60,55,3,0
7406,5,5,5,5,5,5,81,130,4,1
91699,5,5,5,4,5,4,0,0,4,1
100559,4,2,4,5,5,5,0,0,5,1
61562,2,4,3,3,2,2,0,0,2,0
78433,4,4,4,4,4,3,0,0,4,1
43036,3,2,5,4,4,4,6,0,4,1
12827,3,3,3,2,4,2,0,6,2,0
51270,2,3,3,2,4,5,0,0,5,1
48152,5,5,2,2,5,5,0,0,5,1
93823,4,5,4,4,5,1,18,12,3,0
107173,5,3,4,5,5,5,19,0,5,1
100237,5,4,5,5,5,4,0,2,5,0
13252,3,3,3,2,3,4,14,42,3,0
13597,5,4,4,5,5,5,0,18,0,0
114836,5,5,5,4,5,3,0,8,4,1
75331,4,1,1,4,4,4,0,7,4,0
60123,5,5,5,3,5,3,0,0,5,1
41511,5,3,5,2,5,2,0,9,4,1
124163,1,1,1,2,1,3,0,0,4,0
42910,3,2,5,1,5,2,0,0,3,0
13296,5,3,4,1,2,1,201,186,3,0
25717,3,5,5,3,4,4,30,26,4,1
27648,4,3,4,2,4,3,17,6,3,0
23320,5,4,5,2,5,3,0,0,2,0
3220,4,4,4,4,4,4,0,0,4,1
90130,3,3,3,2,1,2,152,151,2,0
82875,3,4,4,3,5,5,0,0,4,1
86127,3,5,5,3,5,4,0,0,2,0
35710,2,3,4,1,5,1,11,0,1,0
41923,1,3,3,1,3,1,0,0,5,0
40330,2,2,2,3,3,4,0,0,2,0
129389,4,5,3,4,2,2,9,0,1,0
18357,5,3,1,4,2,2,0,0,0,1
90961,2,3,1,4,2,2,0,0,4,0
98264,5,5,5,3,5,5,0,0,4,1
106875,3,3,3,4,3,4,0,10,4,0
23503,4,4,4,1,4,1,0,0,2,1
14516,4,4,4,1,4,3,6,1,3,1
26893,1,5,3,2,3,5,0,0,3,0
126725,5,5,5,4,5,3,0,0,4,1
63187,4,4,4,3,4,5,0,0,5,1
73117,2,5,2,5,2,5,0,0,4,1
99610,4,4,5,2,4,1,0,0,4,1
101842,4,2,4,4,4,3,1,0,1,0
66363,4,3,5,3,5,4,23,25,2,0
62972,1,3,1,3,2,4,2,8,4,0
76107,1,3,4,3,3,2,0,0,2,0
11475,2,3,1,4,4,4,11,5,4,1
57947,4,4,4,5,5,2,0,0,2,0
5355,3,4,4,4,5,1,0,0,5,1
124760,5,5,5,4,5,4,0,0,5,1
49197,3,4,4,4,3,2,22,24,1,1
63468,4,2,4,1,3,3,0,3,3,0
2031,4,3,5,4,5,4,0,0,2,0
19,3,2,4,5,5,5,0,0,3,0
1147,4,2,4,3,4,5,0,3,0,0
15647,5,2,4,5,5,4,0,0,4,0
5595,4,4,4,5,5,1,0,0,0,1
20545,4,3,4,1,5,5,12,3,5,1
99405,2,1,4,1,3,4,0,0,1,0
128208,5,3,4,3,5,2,0,0,2,0
36260,1,1,1,3,1,3,0,0,3,0
79518,5,5,5,3,5,3,0,0,5,1
107325,4,3,4,2,4,4,17,0,3,0
92086,5,3,5,5,4,5,0,0,5,1
45043,5,5,5,4,5,5,10,2,2,1
32551,4,1,3,2,4,5,0,15,2,0
120193,4,4,4,4,4,4,0,15,5,1
115212,3,3,3,3,3,3,10,2,5,1
77877,4,4,5,3,2,1,8,20,2,0
47390,4,2,4,3,3,1,0,0,2,0
40765,4,2,2,3,3,2,0,0,2,0
51070,1,3,3,4,1,3,0,7,2,0
25532,2,4,2,3,1,3,0,0,5,0
127852,3,3,1,3,3,4,0,4,4,0
110719,4,5,4,4,4,4,9,8,4,1
113014,5,5,5,5,5,3,10,0,4,1
112986,3,2,4,2,4,4,0,0,4,0
80764,1,2,1,5,1,4,0,4,4,0
37720,2,5,2,5,3,4,0,3,3,0
95849,4,4,4,5,5,4,6,12,4,1
10484,4,5,4,4,4,3,27,23,5,1
62647,5,2,5,3,4,1,3,16,2,0
93175,3,5,5,5,4,1,0,0,2,0
16751,5,5,5,1,5,3,0,10,1,1
72389,5,5,4,3,5,4,0,8,4,1
69037,5,5,5,5,5,3,25,7,4,1
19613,5,5,5,5,5,2,0,0,3,1
74456,5,5,5,4,5,5,0,0,5,1
127836,5,5,4,3,5,2,12,9,3,0
88617,1,2,4,3,4,2,9,10,1,0
89105,1,3,2,1,3,1,0,0,1,0
109193,2,3,3,3,4,3,9,10,3,0
40333,2,1,1,3,2,3,0,8,5,0
38624,2,1,2,4,2,4,40,1,3,0
99643,2,4,2,2,4,3,12,6,3,0
107721,1,1,1,3,1,4,22,29,4,0
119753,4,5,5,3,4,2,35,35,4,0
126012,5,5,5,4,5,4,0,0,4,1
27829,2,5,2,4,2,4,0,0,3,1
41138,5,3,5,5,5,5,1,1,1,0
48629,4,4,5,3,5,1,0,13,1,0
47314,4,4,2,1,4,4,70,65,4,1
15371,1,3,2,2,2,3,13,1,4,1
114543,4,2,4,3,5,5,86,66,1,0
118935,5,4,5,2,5,1,22,0,4,0
30678,4,5,5,5,2,5,100,170,5,1
74011,3,3,3,5,3,5,2,14,5,0
15679,5,3,5,2,2,4,0,7,4,1
49481,5,4,3,1,5,5,89,101,3,0
97295,4,3,5,3,5,3,0,0,3,0
24864,2,2,4,1,2,3,0,0,1,0
104059,3,3,4,3,5,5,0,0,1,0
73436,5,2,3,5,4,2,0,0,3,0
52867,2,2,2,1,2,4,0,0,2,1
115059,3,3,4,3,5,4,13,5,5,1
42429,2,5,3,2,3,5,0,0,3,0
65403,4,5,5,4,4,3,14,55,1,0
84014,1,3,1,1,1,1,0,0,4,0
24856,3,5,5,4,5,3,0,3,3,0
126270,1,2,3,3,3,2,0,0,2,0
43216,4,4,4,3,4,1,5,10,2,1
50901,4,4,5,5,4,1,0,0,3,0
58689,4,4,4,5,4,3,0,6,5,1
15093,5,4,3,5,1,1,86,82,1,1
90378,4,4,4,3,4,3,13,14,4,0
78782,4,1,4,4,4,3,0,0,4,0
72036,4,2,2,4,2,4,0,0,4,0
61565,1,2,4,2,3,1,0,0,2,0
107056,3,3,3,4,3,2,0,0,1,0
33519,5,2,5,3,5,1,0,2,4,0
76094,5,2,5,5,5,4,3,0,3,0
36191,3,4,1,1,3,2,0,0,2,0
73250,4,3,3,1,3,2,0,0,3,0
122541,3,3,3,4,3,4,64,50,5,1
101592,5,5,5,5,5,3,3,0,5,1
104721,5,5,5,4,5,3,0,0,4,1
128485,2,4,5,4,3,2,0,0,3,0
28134,4,3,4,3,4,1,0,0,2,1
20747,3,1,2,3,2,3,22,8,2,0
47907,1,1,4,3,4,3,19,10,3,0
117858,5,5,5,3,5,3,6,2,4,1
73314,4,2,4,4,5,4,0,0,3,0
67689,4,2,5,4,4,4,0,0,4,1
120,1,1,4,1,1,2,38,29,4,0
89958,2,4,4,1,3,4,0,0,2,0
121961,3,2,5,4,4,2,0,0,2,0
38163,3,4,1,1,5,2,34,25,3,0
53211,3,1,2,3,3,4,34,37,4,0
30270,3,1,3,3,4,2,8,0,2,0
19736,2,3,3,3,3,5,0,0,3,0
111353,3,5,1,3,5,2,0,0,2,0
57486,3,4,5,4,5,3,0,43,0,0
90696,2,1,2,3,2,3,0,0,4,0
109604,4,4,4,5,4,5,0,0,4,1
87031,3,4,3,4,3,4,28,20,4,1
28566,5,5,5,3,5,5,0,0,4,1
30929,2,2,2,3,3,4,19,28,3,0
18902,3,4,5,3,5,4,47,44,5,1
50038,2,2,4,1,4,4,0,0,4,1
76637,5,5,3,5,5,3,9,0,3,1
74769,5,2,4,3,5,2,0,0,1,0
54625,4,4,4,5,4,5,0,0,5,1
8135,1,4,4,2,4,1,0,1,3,0
56669,3,3,5,5,4,5,11,0,1,0
51835,1,1,4,1,3,3,0,0,2,0
124183,3,4,4,4,5,3,0,0,3,0
87408,2,5,5,5,2,2,2,3,3,1
94848,3,3,3,4,3,3,4,10,2,0
54383,4,4,4,3,4,2,0,0,3,1
15969,5,3,5,4,3,4,8,0,4,1
44077,4,4,4,2,4,4,0,0,3,0
25167,1,5,1,2,3,1,0,0,1,0
83676,4,5,5,5,3,5,921,924,5,0
20869,3,2,4,3,5,5,0,0,1,0
66387,3,4,5,3,5,2,1,4,4,1
73932,1,1,1,4,1,4,3,0,2,0
50854,3,3,4,2,4,5,0,10,4,0
21059,5,5,5,3,5,1,7,0,1,1
38739,2,3,5,1,4,4,8,3,2,0
90558,4,4,4,3,4,4,2,0,5,1
13167,3,1,4,4,4,3,0,0,5,1
14775,5,3,2,4,3,4,0,0,4,1
31313,1,1,1,2,1,4,9,38,3,0
65817,3,1,3,1,2,1,0,0,1,0
97968,2,3,3,1,3,5,30,38,4,0
28899,1,4,3,4,4,2,0,0,2,0
122612,1,3,3,2,2,3,0,0,3,0
4503,4,4,4,4,4,4,0,0,4,1
53619,5,5,5,2,5,3,45,50,4,1
52021,5,5,5,2,5,1,0,0,5,1
63459,5,4,5,5,5,5,0,0,4,1
112869,4,4,4,5,4,3,0,0,4,1
116243,3,4,4,5,4,5,3,0,2,0
80548,4,4,4,4,4,5,0,0,4,1
69101,4,2,5,5,5,2,75,103,5,1
71941,5,5,5,5,5,4,0,3,3,1
79073,3,3,3,3,3,1,0,0,3,0
67818,4,4,4,3,4,3,3,0,4,1
112648,1,5,3,5,3,5,0,1,2,0
104276,3,3,3,2,3,3,18,34,3,0
40892,4,4,5,3,4,2,0,0,2,0
73243,4,2,4,4,5,4,0,0,4,1
52597,3,2,3,2,4,1,0,0,1,0
28677,4,3,5,4,1,4,0,0,4,0
121741,5,3,5,4,5,3,0,3,2,0
67989,4,3,1,3,2,2,0,0,4,0
71622,4,4,5,2,1,1,0,0,3,0
63576,3,3,3,3,3,4,0,0,4,1
106180,5,5,4,3,5,3,24,24,2,0
114261,4,5,4,1,3,3,10,6,4,0
62711,5,5,5,5,5,5,2,0,5,1
39269,1,2,1,1,2,4,0,0,1,0
13036,2,2,2,2,5,3,0,0,3,0
102900,5,4,5,4,4,5,0,0,0,0
101230,4,4,4,4,4,4,0,0,5,1
75929,4,5,2,4,2,5,0,0,0,0
85654,4,2,5,4,4,5,12,8,2,0
107341,5,4,5,5,5,5,50,37,5,1
15385,5,4,5,1,5,1,11,0,2,1
11638,4,4,4,3,5,3,24,26,5,1
2818,5,5,5,4,5,5,0,0,5,1
90665,5,5,5,4,5,3,0,0,5,1
52522,3,5,1,1,3,1,0,0,1,1
99901,4,4,5,3,5,3,51,61,1,0
66511,4,2,1,3,2,2,0,0,3,0
111826,2,2,2,2,2,2,0,0,4,0
22166,1,2,4,4,2,4,144,148,4,1
107824,3,3,5,4,4,5,0,0,4,1
21237,3,3,5,4,5,4,8,4,0,0
55261,1,1,3,3,3,3,45,37,1,0
7954,2,1,3,4,3,3,0,0,2,0
88827,4,5,4,4,5,2,1,0,4,0
6840,3,5,5,5,4,4,0,0,3,0
54655,1,1,1,2,1,1,6,0,4,0
88095,5,5,5,3,5,5,0,2,4,1
55869,4,4,4,5,4,5,30,8,5,1
110200,2,4,4,4,4,4,185,170,5,0
55685,3,4,3,4,3,4,4,17,5,1
39789,4,4,4,1,4,2,0,0,3,0
37871,2,1,2,4,2,4,70,66,2,0
54544,3,3,3,3,3,3,64,53,2,0
86680,4,5,4,3,5,5,83,84,5,1
54713,3,5,5,2,5,2,158,222,2,1
18607,4,3,5,2,2,4,0,0,2,0
60075,3,4,5,4,4,4,0,0,4,1
53346,4,1,3,5,3,4,25,11,4,1
26399,1,4,3,3,2,2,0,0,1,0
46399,3,2,4,3,3,4,0,0,1,0
85883,4,4,4,4,4,5,0,0,3,1
